Field_Note,Outfall_Vi,Monitor,Adj_Basin_,Runoff_Fac,Graffiti,DWM_cfs_ac,percent_ac,DWM_cfs,Location,ATLAS,Receiving,percent_ro,Insp_Date,Pipe_Size,Saturation,Elevation,Users,MWRD_cfs_a,Outfall_Ph,TG,Basin_Ac,Structural,STATUS,Shaft,Easting,MWRD,Comment,Bank_Erosi,users_acre,Bag,Connection,River_Bank,FID,on_CAWS,GPS,Control,MWRD_cfs,311_Street,NAME,Obstructio,Outfall_St,rock_acres,Pipe_Mater,Weather,Outfall_Si,CDM_cfs_ac,Owner,sand_acres,311_Add,Northing
168.pdf,168.mpg,MWRD,560.063335584,0.841103907514,NO,0.819041081347,0,458.71488,Paulina St.,39-1-33,South Branch Chicago River,0.0937754836927,315164672,12 X 12,Invert wet,-3.48,3,0,168.jpg,1,665.867,FAIR,Active,DS-25,1165466.1,MS-25, ,YES,0.00450540423238, ,Direct,N,1362,1,YES, ,0,S PAULINA ST,168,NO,Headwall,62.442,Concrete,SUNNY,N/A,0.819041081347,DWM,0,2601,1886775.61
169.pdf,169.mpg,NO,7.4608,1.6,NO,0.188926924727,0,1.409546,Wood St.,39-1-34,South Branch Chicago River,0,487964672,0.67,Dry,-1.28,0,0.134033883766,169.jpg,0,4.663,FAIR,Active,DS-23,1164377.03,MS-25, ,NO,0, ,Direct,N,1363,1,YES, ,1,S WOLCOTT AVE,169,YES,Headwall,0,Metal & Concrete,SUNNY,1.5 & 3.0,0.188926924727,DWM,0,2639,1886255
170.pdf,170.mpg,NO,104.041175,1.53759218207,NO,0.262484207685,0,27.3091653865,Damen Ave.,39-1-34,South Branch Chicago River,0.0735683144905,487964672,3,Dry,-1.18,0,0.153785268188,170.jpg,0,67.665,FAIR,Active,DS-23,1163523.4864,MS-25, ,YES,0, ,Direct,N,1364,1,YES, ,16,S DAMEN AVE,170,YES,Open pipe,4.978,Metal,SUNNY,3,0.262484207685,DWM,0,2741,1885746.6674
172.pdf,172.mpg,MWRD,289.700524067,0.924066920783,NO,0.753108849445,0,218.176028364,Oakley Ave.,39-1-38,Sanitary and Ship Canal,0,487964672,10 X 8,Invert wet,-10.18,3,0,172.jpg,2,313.506,FAIR,Active,DS-22,1161373.28,MS-22, ,NO,0.00956919484795, ,Direct,N,1365,1,YES, ,0,S WESTERN AVE,172,NO,Battery,0,Concrete,SUNNY,14x10.5,0.753108849445,DWM,0,3051,1884506.43
173.pdf,173.mpg,MWRD,840.76872,0.66,YES,0.701738761166,0,590,Western Ave.,39-1-42,Sanitary and Ship Canal,0,487964672,12 X 14,Invert wet,-12.98,4,0.4519673377,173.jpg,2,1273.892,FAIR,Active,DS-21,1160827.6292,MS-21, ,NO,0.00313998360929, ,Direct,S,1366,1,YES, ,380,S WESTERN BLVD,173,NO,Headwall,0,Concrete,SUNNY,14x13.9,0.244300239904,DWM,0,3108,1884010.5484
174.pdf,174.mpg,MWRD,699.533559086,0.58408603403,NO,0.756148032348,0,528.950924264,Rockwell St.,39-1-43,Sanitary and Ship Canal,0,1092764672,10.5,Invert wet,-10.98,1,0,174.jpg,2,1197.655,FAIR,Active,DS-20,1159835.37,MS-20, ,YES,0.000834964994093, ,Direct,N,1367,1,YES, ,0,W 31ST ST,174,NO,Headwall,0,Concrete,SUNNY,14x14.5,0.756148032348,DWM,0,2607,1883847.39
176.pdf,176.mpg,MWRD,997.62,0.325,NO,0.815769408381,0.0676671227522,813.827877189,California Ave.,39-1-43,Sanitary and Ship Canal,0,1092764672,15 X 15,Invert wet,-14.28,4,0,176.jpg,2,3069.6,FAIR,Active,DS-19,1158107.57,MS-19, ,YES,0.00130310138129, ,Direct,S,1368,1,YES, ,0,S CALIFORNIA AVE,176,NO,Battery,0,Concrete,SUNNY,10.5x14,0.815769408381,DWM,207.711,3252,1882846.44
178.pdf,178.mpg,NO,699.7773,0.66750732584,NO,0.45,0,314.9,Albany Ave.,39-1-46,Collateral Canal,0.0142596323344,1092764672,9,Invert wet,-10.38,2,0.45157223591,178.jpg,0,1048.344,FAIR,Active,I-12,1156311.68,MS-30, ,YES,0.00190777073174, ,Interceptor,N,1369,1,YES, ,316,W 31ST ST,178,YES,Headwall,14.949,Concrete,SUNNY,10x14,0.363458488865,DWM,0,3047,1883880.53
179.pdf,179.mpg,NO,81.293875,1.37921812969,NO,0.195540561943,0,15.89625,Kedzie Ave.,39-1-51,Sanitary and Ship Canal,0,1697564672,2.25,Dry,-0.58,0,0.319827293262,179.jpg,0,58.942,FAIR,Active,DS-18,1155633.7224,MS-20, ,YES,0, ,Direct,N,1370,1,YES, ,26,S KEDZIE AVE,179,NO,Headwall,0,Concrete,SUNNY,2.5,0.195540561943,DWM,0,3345,1882056.108
180.pdf,180.mpg,MWRD,473.449572109,0.92210916152,NO,0.45,0,170.153678885,Kedzie Ave.,39-1-51,Sanitary and Ship Canal,0,1697564672,9,Dry,-2.78,0,0.380188325439,180.jpg,1,513.442,EXCELLENT,Active,DS-17,1155528.8996,MS-17, ,NO,0, ,Direct,S,1371,1,YES, ,180,S KEDZIE AVE,180,NO,Headwall,0,Concrete,SUNNY,9,0.359391345792,DWM,0,3414,1881704.2536
181.pdf,181.mpg,NO,175.899905267,1.2473666669,NO,0.130643731645,0,22.98022002,Central Park Ave.,39-1-52,Sanitary and Ship Canal,0,2043164672,2.5 X 2.79,Invert wet,-2.68,0,0.0795907193854,181.jpg,0,141.017,FAIR,Active,I-10,1153599.5347,MS-17, ,YES,0, ,Interceptor,S,1372,1,YES, ,14,W 35TH ST,181,NO,Headwall,0,Concrete,SUNNY,5,0.130643731645,DWM,0,3556,1880853.8269
182.pdf, ,MWRD,271.072009163,0.940836772306, ,0.519788083008,0,140.9,Lawndale Ave.,39-1-56,Sanitary and Ship Canal,0,,7, ,0,1,0.520156988673, ,1,288.118, ,Active,DS-16,1152302.13,MS-15,"Unable to find outfall, barge in the way. Took gps of sign", ,0.00347080015827, ,Direct,N,1373,1,NO, ,141,W 35TH PL,182, , ,0, , , ,0.446675147831,DWM,0,3701,1880657.31
183.pdf,183.mpg,MWRD,455.357964734,0.782367050156,NO,0.520030433943,0,236.8,Pulaski Rd.,39-1-60,Sanitary and Ship Canal,0,2043164672,8 X 8,Invert wet,-6.78,0,0.518273574369,183.jpg,1,582.026,FAIR,Active,I-9,1150219.3106,MS-15, ,YES,0, ,Interceptor,N,1374,1,YES, ,236,S PULASKI RD,183,NO,Bridge,0,Concrete,SUNNY,11x8.5,0.447720904847,DWM,0,3726,1879725.0601
184.pdf,184.mpg,MWRD,1047.10822478,0.727007029634,NO,0.459595552023,0,481.246282596,Pulaski Rd.,39-1-60,Sanitary and Ship Canal,0,2043164672,10.5,Invert wet,-3.08,5,0.525256116783,184.jpg,1,1440.3,FAIR,Active,I-8,1150248.9417,MS-17, ,NO,0.00347149899327, ,Interceptor,S,1375,1,YES, ,550,S PULASKI RD,184,NO,Bridge,0,Brick,SUNNY,11,0.459595552023,DWM,0,3746,1879420.5865
185.pdf,185.mpg,MWRD,7830.9,1,NO,0.125303548464,0.00496098788134,981.239557665,Kenton Ave.,38-3-69,Sanitary and Ship Canal,0.00192979095634,2043164672,18 X 14.42,Invert wet,-15.48,26,0,185.jpg,2,7830.9,FAIR,Active,DS-15,1146651.8,MS-15, ,YES,0.00332018031133, ,Direct,N,1376,1,YES, ,0,W STEVENSON EXPY,185,NO,Headwall,15.112,Concrete,SUNNY,26x22,0.125303548464,DWM,38.849,4444,1878195.62
186.pdf,186.mpg,MWRD,380.514611959,0.855979619153,NO,0.452260149873,0,172.091595433,Cicero Ave.,38-3-69,Sanitary and Ship Canal,0,2129564672,9 X 7.5,Invert wet,-4.88,2,0.483555674912,186.jpg,2,444.537,FAIR,Active,I-5,1144914.4016,MS-12, ,NO,0.00449906307012, ,Interceptor,S,1377,1,YES, ,184,S CICERO AVE,186,NO,Headwall,0,Concrete,SUNNY,13x7,0.452260149873,DWM,0,4062,1877159.7054
187.pdf,187.mpg,MWRD,8983.8,1,NO,0.257599065564,0.00885671987355,2314.21848521,Leamington Ave.,38-3-74,Sanitary and Ship Canal,0,2129564672,21.5 X 19.4,Invert wet,-16.18,5,0.318350809234,187.jpg,2,8983.8,POOR,Active,DS-12,1142343.81,MS-12, ,YES,0.000556557358801, ,Direct,S,1378,1,YES, ,2860, ,187,NO,Battery,0,Concrete,SUNNY,11x18,0.257599065564,DWM,79.567,0,1876087.2
188.pdf,188.mpg,MWRD,904.50212,0.475,NO,0.379287312365,0.010416365799,343.066180019,Natchez Ave.,38-3-91,Sanitary and Ship Canal,0,2129564672,12 X 9.5,Invert wet,-8.38,6,0.394692273387,188.jpg,2,1904.215,FAIR,Active,DS-8,1133001.3708,MS-8, ,YES,0.00315090470351, ,Direct,S,1379,1,YES, ,357, ,188,NO,Headwall,0,Concrete,SUNNY,18x13.5,0.379287312365,DWM,19.835,0,1872025.876
189.pdf,189.mpg,MWRD,925.829400159,0.637420299284,NO,0.625458098328,0.103219841056,579.067496,Nashville Ave.,38-3-91,Sanitary and Ship Canal,0,2129564672,13.58,Invert wet,-9.88,3,0,189.jpg,4,1452.463,FAIR,Active,Rock Tunnel,1132490.3055,MS-8, ,NO,0.0020654570891, ,Interceptor,S,1380,1,YES, ,0, ,189,NO,Battery,0,Concrete,SUNNY,8x11.5,0.625458098328,DWM,149.923,0,1871770.0999
190.pdf,190.mpg,NO,115.382971012,1.37101166853,NO,0.221598887869,0,25.5687380553,Ashland Ave.,39-1-30,Fork of South Branch of Chicago River,0,1179164672,4,Dry,-2.08,0,0.234003334836,190.jpg,0,84.159,FAIR,Active,DS-33,1166209.0089,MS-30, ,YES,0, ,Direct,W,1381,1,YES, ,27,S ASHLAND AVE,190,NO,Headwall,0,Metal,SUNNY,4,0.221598887869,DWM,0,2772,1885505.8969
191.pdf,191.mpg,NO,63.8839406042,1.18439579896,NO,0.442364696553,0,28.26,Archer Ave.,39-1-30,Fork of South Branch of Chicago River,0,1179164672,3,Invert wet,-2.58,0,0.250454180639,191.jpg,0,53.938,POOR,Active,DS-32,1166601.0187,MS-30, ,YES,0, ,Direct,W,1382,1,YES, ,16,S ARCHER AVE,191,NO,Headwall,0,Concrete,SUNNY,3.5x2.5,0.442364696553,DWM,0,3071,1884459.697
192.pdf,192.mpg,NO,22.2926860273,1.26397267264,NO,1.26768034885,0,28.26,Archer Ave.,39-1-30,Fork of South Branch of Chicago River,0,1179164672,3,Dry,-1.88,0,0,192.jpg,0,17.637,FAIR,Active,DS-31,1166678.1974,MS-26, ,YES,0, ,Direct,E,1383,1,YES, ,0,S ARCHER AVE,192,NO,Bridge,0,Concrete,CLOUDY,3,1.26768034885,DWM,0,3063,1884550.9985
193.pdf,193.mpg,NO,203.425337735,0.88773488981,NO,0.21834449531,0,44.416802701,31st St.,39-1-30,Fork of South Branch of Chicago River,0.163080239667,1179164672,5,Dry,0.72,0,0.137642637401,193.jpg,0,229.151,FAIR,Active,DS-31,1166886.2459,MS-26, ,YES,0, ,Direct,E,1384,1,YES, ,28,S PITNEY CT,193,NO,Headwall,37.37,Concrete,CLOUDY,5,0.21834449531,DWM,0,3036,1884194.9529
194.pdf,194.mpg,MWRD,432.44515017,0.799914819391,NO,0.21494316418,0,92.9511289118,35th St.,39-1-31,Fork of South Branch of Chicago River,0,1611164672,6.5,Invert wet,-0.38,2,0.235868063175,194.jpg,1,540.614,FAIR,Active,DS-30,1168414.125,MS-30, ,YES,0.00369949723833, ,Direct,W,1385,1,YES, ,102,W 35TH ST,194,NO,Bridge,0,Concrete,SUNNY,6.7,0.21494316418,DWM,0,1308,1881595.5111
195.pdf,195.mpg,NO,233.516501186,1.08690684534,NO,0.193099321785,0,45.0918780046,35th St.,39-1-31,Fork of South Branch of Chicago River,0,1697564672,4.5,Dry,-2.38,5,0.107058815428,195.jpg,0,214.845,FAIR,Active,I-119,1168557.2028,MS-26, ,YES,0.0232725918686,Boom,Interceptor,E,1386,1,YES, ,25,W 35TH ST,195,YES,Bridge,0,Concrete,SUNNY,11x5.3,0.193099321785,DWM,0,1225,1881556.8194
196.pdf,196.mpg,NO,60.45,1.55,NO,0.507104418834,0,30.6544621185,37th St.,39-1-32,Fork of South Branch of Chicago River,0,1697564672,3,Dry,-1.78,1,0,196.jpg,0,39,POOR,Active,I-117,1168383.2729,MS-30, ,YES,0.025641025641,Boom,Interceptor,W,1387,1,YES, ,0,W 37TH ST,196,YES,Open Pipe,0,Metal,SUNNY,3,0.507104418834,DWM,0,1232,1880203.2213
197.pdf, ,NO,44.794725,1.55521039475, ,0.165791438175,0,7.4265818804,37th St.,39-1-32,Fork of South Branch of Chicago River,0,,2, ,0,0,0.178592457036, ,0,28.803, ,Active,I-118,1168554.49,MS-26,Could Not Locate Outfall, ,0, ,Interceptor,E,1388,1,NO, ,8,W 37TH ST,197, , ,0, , , ,0.165791438175,DWM,0,1232,1880252.48
198.pdf,198.mpg,MWRD,986.280925,0.425,NO,0.465095560882,0.0570828742328,458.71488,Iron St.,39-1-32,Fork of South Branch of Chicago River,0,1697564672,12 X 12,Invert wet,-9.93,4,0.378188394955,198.jpg,2,2320.661,FAIR,Active,DS-26,1168255.089,MS-26, ,NO,0.00172364684028, ,Direct,W,1389,1,YES, ,373,S IRON ST,198,NO,Battery,0,Concrete,SUNNY,2(10.5x13,0.465095560882,DWM,132.47,3767,1879729.48
206.pdf,206.mpg,MWRD,625.904506289,0.689853969237,NO,0.347797172957,0.327973107021,217.687817828,Torrence,37-1-20,Little Calumet River,0,-1560602624,10 X 6,Invert wet,6.72,1,0,206.jpg,2,907.3,EXCELLENT,Active,CDS-20,1195710.89,CDS20, ,NO,0.00110217127742, ,Direct,N,1390,1,YES, ,0,S HOXIE AVE,206,NO,Headwall,0,Concrete,CLOUDY, ,0.347797172957,DWM,297.57,13759,1814172.98
207.pdf,207.mpg,NO,203.24619142,0.766420143445,NO,0.386231099592,0.00683286259988,78.5,Drexel Ave.,37-1-36,Little Calumet River,0,-1560602624,6 X 3.67,Invert wet,4.72,0,0.152524383278,207.jpg,0,265.189,FAIR,Active,CDS-25,1181768.6468,CDS16, ,YES,0, ,Direct,N,1391,1,YES, ,31,E 134TH PL,207,NO,Headwall,0,Concrete,SUNNY, ,0.386231099592,DWM,1.812,831,1815984.3022
208.pdf,N/A,NO,4.4673,1.32600178094,NO,1.09825845589,0,4.90625,Park Ave.,37-1-41,Little Calumet River,0,-1560602624,1.25,Dry,10.72,0,0,208.jpg,0,3.369,FAIR,Active,CDS-17,1184597.9916,CDS16, ,NO,0, ,Direct,N,1392,1,YES, ,0,S DR MARTIN LUTHER KING DR,208,NO,Open Pipe,0,Metal,CLOUDY, ,1.09825845589,DWM,0,0,1815694.7526
209.pdf,209.mpg,NO,41.6004932092,1.2067908218,NO,0.0968471523534,0,4.02888930381,Forest Ave.,37-1-41,Little Calumet River,0,-1768795136,1.5,Dry,8.72,0,0.12019088271,209.jpg,0,34.472,POOR,Active,CI-9,1180667.9112,CDS17, ,YES,0,Net,Interceptor,N,1393,1,YES, ,5,S FOREST AVE,209,NO,Open Pipe,0,Clay,SUNNY, ,0.0968471523534,DWM,0,13435,1816129.4823
210.pdf,210.mpg,MWRD,76.0429045268,1.27047322697,NO,0.083833479954,0,6.37494131229,Indiana Ave.,37-1-41,Little Calumet River,0,-1474202624,2,Invert wet,7.62,1,0.118354237729,210.jpg,1,59.854,FAIR,Active,CDS-15,1180031.2156, , ,NO,0.0167073211481, ,Direct,S,1394,1,YES, ,9,S INDIANA AVE,210,NO,Headwall,0,Concrete,SUNNY, ,0.083833479954,DWM,0,13509,1815803.9625
211.pdf, ,MWRD,234.5923,0.774513189607, ,0.288506388618,0,67.6813772705,130th St.,37-1-39,Little Calumet River,0,,5.5, ,0,0,0.247237441297, ,1,302.89, ,Active,CDS-14,1179489.03,CDS14,Could Not Locate Outfall, ,0, ,Direct,E,1395,1, , ,58,E 130TH ST,211, , ,0, , , ,0.288506388618,DWM,0,100,1819185.39
214.pdf,214.mpg,NO,108.3224,1.01360931242,NO,0.919477411874,0,99.6,Parnell Ave.,37-1-49,Little Calumet River,0,-1387802624,4,Invert wet,4.52,0,0.923170092243,214.jpg,0,106.868,FAIR,Active,CI-8,1175024.56,CDS14, ,YES,0,Net,Interceptor,N,1396,1,YES, ,100,W 129TH PL,214,NO,Headwall,0,Concrete,CLOUDY, ,0.463800654343,DWM,0,529,1818531.14
215.pdf,215.mpg,NO,3.85153047687,1.38047687343,YES,19.1279664885,0,73.671945891,Halsted St.,37-1-54,Little Calumet River,0,-1387802624,4.5,Dry,13.82,0,19.9920526301,215.jpg,0,2.79,FAIR,Active,CI-7,1173385.8103,CDS14, ,NO,0, ,Interceptor,N,1397,1,YES, ,77,S HALSTED ST,215,YES,Bridge,0,Concrete,CLOUDY, ,19.1279664885,DWM,0,12960,1818706.6507
216.pdf,216.mpg,NO,50.4416,1.20004758166,NO,0.455900659322,0,22.9963586972,Peoria Ave.,37-1-59,Little Calumet River,0,-1387802624,2.5,Invert wet,6.22,0,0.237898877117,216.jpg,0,42.033,POOR,Active,CI-6,1172721.36,CDS14, ,NO,0, ,Interceptor,N,1398,1,YES, ,12,W 129TH PL,216,NO,Headwall,0,Concrete,CLOUDY, ,0.455900659322,DWM,0,901,1818634.76
218.pdf, ,MWRD,933.771,0.2, ,1.19943754946,0.00898121702216,1120,Laflin Ave.,37-1-64,Calumet Sag Channel,0,,17 X 13.6, ,0,0,1.2101468133, ,2,4668.855, ,Active,CDS-10,1168729.18,CDS10,Could Not Locate Outfall, ,0, ,Direct,N,1399,1, , ,1130, ,218, , ,0, , , ,0.33888266841,DWM,41.932,0,1817951.96
230.pdf,230.mpg,NO,348.7175,0.774461379925,NO,3.3411304877,0.918717838813,1165.11067084,Hobbie St., ,North Branch Canal,0,-1844835328,13 X 9.25,Invert wet,-11.92,0,0,230.jpg,0,450.271,FAIR,Active,DS-67R,1171262.3777,MS-70, ,NO,0, ,Direct,E,1400,1,YES, ,0,N KINGSBURY ST,230,NO,Battery,0,Concrete,SUNNY,2(12x12),3.3411304877,DWM,413.672,1102,1907144.0764
231.pdf,231.mpg,NO,342.269005061,0.853751571615,NO,1.3402174115,0,458.71488,Grace St., ,North Branch Chicago River,0,-1844835328,12 X 12,Invert wet,-11.58,0,0.999214053693,231.jpg,0,400.9,FAIR,Active,DS-86,1157328.33,MS-86, ,NO,0, ,Direct,W,1401,1,YES, ,342,N CALIFORNIA AVE,231,NO,Battery,0,Concrete,SUNNY,2(12x12),1.3402174115,DWM,0,3803,1925077.466
233.pdf,N/A,NO,104.538,1.14,NO,1.26906005472,0.793075245365,132.665,Berwyn Ave., ,North Shore Channel,0,1499731968,6.5,Invert wet,-2.74,0,0,233.jpg,0,91.7,FAIR,Active,DS-92,1155094.28,MS-94, ,N/A,0, ,Direct,E,1402,1,YES, ,0,W BERWYN AVE,233,NO,Headwall,0,Concrete,SUNNY,8x8,1.26906005472,DWM,72.725,2965,1935028.34
237.pdf,237.mpg,NO,49,1.4,NO,0.518367346939,0,25.4,Halsted St.,39.3.26,North Branch Chicago River,0,-980835328,2,Dry,-0.47,0,0,237.jpg,0,35,FAIR,Active,I-67,1170848.23,MS-64, ,YES,0, ,Interceptor,S,1403,1,YES, ,0, HALSTED St.,237,NO,Bridge,0,Metal,CLOUDY,8,0.518367346939,DWM,0,0,1906082.99
238.pdf,238.mpg,MWRD,59.8,1,YES,1.0635451505,0,63.6,Rockwell St., ,North Branch Chicago River,0,-1499235328,4.5,Invert wet,-2.98,0,0,238.jpg,1,59.8,FAIR,Active,DS-83,1158368.13,MS-83, ,NO,0, ,Direct,N,1404,1,YES, ,0, ROCKWELL St.,238,NO,Headwall,0,Concrete,CLOUDY,4.5,1.0635451505,DWM,0,0,1921551.82
 , ,NA,0,0, ,0,0,0,100TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,0.997465176175, ,Active,NA,1200075.89157,NA, , ,0,NA,NA, ,1405,1, ,NA,0,NA,CL010, , ,0, , , ,0,MS4,0,0,1839302.97226
 , ,NA,0,0, ,0,0,0,130TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,3.76809588392, ,Active,NA,1192277.86703,NA, , ,0,NA,NA, ,1406,1, ,NA,0,NA,CL060, , ,0, , , ,0,MS4,0,0,1819228.44286
 , ,NA,0,0, ,0,0,0,130TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,3.05791464814, ,Active,NA,1191983.71958,NA, , ,0,NA,NA, ,1407,1, ,NA,0,NA,CL080, , ,0, , , ,0,MS4,0,0,1819193.67272
 , ,NA,0,0, ,0,0,0,106TH, ,CALUMET RIV,0,, , ,0,0,0, ,0,2.48666729883, ,Active,NA,1199046.70678,NA, , ,0,NA,NA, ,1408,1, ,NA,0,NA,CL020, , ,0, , , ,0,MS4,0,0,1835249.21179
 , ,NA,0,0, ,0,0,0,ALLEY, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,0.0508098068187, ,Active,NA,1158041.60133,NA, , ,0,NA,NA, ,1409,1, ,NA,0,NA,CN070, , ,0, , , ,0,MS4,0,0,1928961.54016
 , ,NA,0,0, ,0,0,0,ALLEY, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,0.0462403342589, ,Active,NA,1158027.39087,NA, , ,0,NA,NA, ,1410,1, ,NA,0,NA,CN080, , ,0, , , ,0,MS4,0,0,1928627.59439
 , ,NA,0,0, ,0,0,0,ALLEY, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,0.0520237860958, ,Active,NA,1158073.57486,NA, , ,0,NA,NA, ,1411,1, ,NA,0,NA,CN090, , ,0, , , ,0,MS4,0,0,1928295.42493
 , ,NA,0,0, ,0,0,0,ALLEY, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,0.0443443441524, ,Active,NA,1158119.75885,NA, , ,0,NA,NA, ,1412,1, ,NA,0,NA,CN100, , ,0, , , ,0,MS4,0,0,1927966.80808
 , ,NA,0,0, ,0,0,0,DAMEN, ,NB CHICAGO RIV,0,, , ,0,0,0, ,0,1.47973916448, ,Active,NA,1162541.7278,NA, , ,0,NA,NA, ,1413,1, ,NA,0,NA,CN110, , ,0, , , ,0,MS4,0,0,1917153.38948
 , ,NA,0,0, ,0,0,0,ORLEANS, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.629211702309, ,Active,NA,1174069.76788,NA, , ,0,NA,NA, ,1414,1, ,NA,0,NA,CR240, , ,0, , , ,0,MS4,0,0,1902472.76969
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0885356998197, ,Active,NA,1176233.18918,NA, , ,0,NA,NA, ,1415,1, ,NA,0,NA,CR040, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0981206731926, ,Active,NA,1176169.01292,NA, , ,0,NA,NA, ,1416,1, ,NA,0,NA,CR050, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.181031621046, ,Active,NA,1176052.88444,NA, , ,0,NA,NA, ,1417,1, ,NA,0,NA,CR060, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.151212391424, ,Active,NA,1175939.81198,NA, , ,0,NA,NA, ,1418,1, ,NA,0,NA,CR070, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.127407748063, ,Active,NA,1175762.56325,NA, , ,0,NA,NA, ,1419,1, ,NA,0,NA,CR080, , ,0, , , ,0,MS4,0,0,1902231.97857
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.12516774783, ,Active,NA,1175655.60281,NA, , ,0,NA,NA, ,1420,1, ,NA,0,NA,CR090, , ,0, , , ,0,MS4,0,0,1902231.97857
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0997047617552, ,Active,NA,1175560.86642,NA, , ,0,NA,NA, ,1421,1, ,NA,0,NA,CR100, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0882510589061, ,Active,NA,1175414.17782,NA, , ,0,NA,NA, ,1422,1, ,NA,0,NA,CR110, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.109865204802, ,Active,NA,1175343.88953,NA, , ,0,NA,NA, ,1423,1, ,NA,0,NA,CR120, , ,0, , , ,0,MS4,0,0,1902219.75452
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.107352939347, ,Active,NA,1175261.37719,NA, , ,0,NA,NA, ,1424,1, ,NA,0,NA,CR130, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.159460790072, ,Active,NA,1175169.69682,NA, , ,0,NA,NA, ,1425,1, ,NA,0,NA,CR140, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.118064100682, ,Active,NA,1174974.11202,NA, , ,0,NA,NA, ,1426,1, ,NA,0,NA,CR150, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.15317393859, ,Active,NA,1174873.2636,NA, , ,0,NA,NA, ,1427,1, ,NA,0,NA,CR160, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.084959124862, ,Active,NA,1174757.13513,NA, , ,0,NA,NA, ,1428,1, ,NA,0,NA,CR170, , ,0, , , ,0,MS4,0,0,1902225.86654
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0563217738158, ,Active,NA,1174521.82216,NA, , ,0,NA,NA, ,1429,1, ,NA,0,NA,CR180, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0704671896525, ,Active,NA,1174433.1978,NA, , ,0,NA,NA, ,1430,1, ,NA,0,NA,CR190, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0470771319699, ,Active,NA,1174365.96552,NA, , ,0,NA,NA, ,1431,1, ,NA,0,NA,CR200, , ,0, , , ,0,MS4,0,0,1902228.92255
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0767045383677, ,Active,NA,1174158.15667,NA, , ,0,NA,NA, ,1432,1, ,NA,0,NA,CR220, , ,0, , , ,0,MS4,0,0,1902131.13015
 , ,NA,0,0, ,0,0,0,WACKER, ,CHICAGO RIV,0,, , ,0,0,0, ,0,0.0638214431044, ,Active,NA,1174078.70035,NA, , ,0,NA,NA, ,1433,1, ,NA,0,NA,CR230, , ,0, , , ,0,MS4,0,0,1902054.72984
