Collect date  ,Sampling point,FEC_COL cts/100mL,E COLI cts/100mL
03-Jan-05,WW_12,140,140
03-Jan-05,WW_13,1000,
03-Jan-05,WW_78,870,460
03-Jan-05,WW_17,1000,
03-Jan-05,WW_19,910,
03-Jan-05,WW_20,940,
03-Jan-05,WW_24,2800,
03-Jan-05,WW_109,5700,
03-Jan-05,WW_22,4400,
03-Jan-05,WW_23,3400,
03-Jan-05,WW_29,6200,
03-Jan-05,WW_91,9500,
03-Jan-05,WW_80,2400,
03-Jan-05,WW_18,2400,
03-Jan-05,WW_90,2600,1300
03-Jan-05,WW_110,6700,4400
03-Jan-05,WW_89,2700,2000
03-Jan-05,WW_64,4100,2800
03-Jan-05,WW_92,210,
10-Jan-05,WW_105,40,90
10-Jan-05,WW_104,2000,1300
10-Jan-05,WW_103,1400,2200
10-Jan-05,WW_34,2000,2100
10-Jan-05,WW_37,5600,
10-Jan-05,WW_73,3600,
10-Jan-05,WW_46,3200,
10-Jan-05,WW_102,4200,
10-Jan-05,WW_36,6700,
10-Jan-05,WW_101,6200,
10-Jan-05,WW_96,1600,1000
10-Jan-05,WW_92,420,
18-Jan-05,WW_100,370,360
18-Jan-05,WW_39,770,710
18-Jan-05,WW_108,90,60
18-Jan-05,WW_40,11000,
18-Jan-05,WW_75,7400,
18-Jan-05,WW_41,3100,
18-Jan-05,WW_92,7600,
18-Jan-05,WW_42,960,
18-Jan-05,WW_48,960,
24-Jan-05,WW_50,90,90
24-Jan-05,WW_76,2000,970
24-Jan-05,WW_58,800,
24-Jan-05,WW_54,5400,
24-Jan-05,WW_97,3000,
24-Jan-05,WW_59,530,
24-Jan-05,WW_92,350,
31-Jan-05,WW_92,210,
07-Feb-05,WW_12,160,
07-Feb-05,WW_13,850,
07-Feb-05,WW_77,510,
07-Feb-05,WW_78,530,
07-Feb-05,WW_17,690,
07-Feb-05,WW_19,960,
07-Feb-05,WW_20,1000,
07-Feb-05,WW_24,2600,2500
07-Feb-05,WW_109,3400,5100
07-Feb-05,WW_22,2400,
07-Feb-05,WW_23,880,
07-Feb-05,WW_29,830,
07-Feb-05,WW_91,2600,
07-Feb-05,WW_80,1100,1200
07-Feb-05,WW_18,2300,3000
07-Feb-05,WW_90,400,
07-Feb-05,WW_110,2300,
07-Feb-05,WW_89,6600,
07-Feb-05,WW_64,6100,
07-Feb-05,WW_92,170,
14-Feb-05,WW_106,400,
14-Feb-05,WW_31,400,
14-Feb-05,WW_32,530,
14-Feb-05,WW_105,240,
14-Feb-05,WW_104,570,
14-Feb-05,WW_103,1400,
14-Feb-05,WW_34,840,
14-Feb-05,WW_37,24000,19000
14-Feb-05,WW_73,23000,28000
14-Feb-05,WW_46,13000,16000
14-Feb-05,WW_102,42000,26000
14-Feb-05,WW_36,20000,19000
14-Feb-05,WW_101,21000,20000
14-Feb-05,WW_96,21000,
14-Feb-05,WW_92,190,
22-Feb-05,WW_74,170,180
22-Feb-05,WW_100,790,
22-Feb-05,WW_39,1300,
22-Feb-05,WW_108,550,
22-Feb-05,WW_99,190,
22-Feb-05,WW_40,420,370
22-Feb-05,WW_75,230,210
22-Feb-05,WW_41,200,250
22-Feb-05,WW_92,160,
22-Feb-05,WW_42,2100,1300
22-Feb-05,WW_48,730,620
28-Feb-05,WW_49,<10,
28-Feb-05,WW_50,20,
28-Feb-05,WW_86,210,
28-Feb-05,WW_55,20,
28-Feb-05,WW_56,170,
28-Feb-05,WW_76,2800,
28-Feb-05,WW_57,29000,24000
28-Feb-05,WW_58,2700,2600
28-Feb-05,WW_54,20000,25000
28-Feb-05,WW_97,8900,11000
28-Feb-05,WW_52,1500,1500
28-Feb-05,WW_59,2200,1600
28-Feb-05,WW_43,470,320
28-Feb-05,WW_92,40,
07-Mar-05,WW_12,40,
07-Mar-05,WW_13,330,300
07-Mar-05,WW_78,220,
07-Mar-05,WW_17,260,250
07-Mar-05,WW_19,690,430
07-Mar-05,WW_20,1100,1000
07-Mar-05,WW_24,620,
07-Mar-05,WW_109,450,
07-Mar-05,WW_22,500,370
07-Mar-05,WW_23,360,400
07-Mar-05,WW_29,90,
07-Mar-05,WW_91,40,40
07-Mar-05,WW_79,70,
07-Mar-05,WW_80,540,
07-Mar-05,WW_18,470,
07-Mar-05,WW_90,40,
07-Mar-05,WW_110,360,
07-Mar-05,WW_89,2000,
07-Mar-05,WW_64,1100,
07-Mar-05,WW_92,160,
14-Mar-05,WW_106,3200,
14-Mar-05,WW_31,680,
14-Mar-05,WW_32,670,
14-Mar-05,WW_105,70,
14-Mar-05,WW_104,60,
14-Mar-05,WW_103,550,
14-Mar-05,WW_34,2300,
14-Mar-05,WW_37,2000,
14-Mar-05,WW_73,860,
14-Mar-05,WW_46,600,
14-Mar-05,WW_102,980,
14-Mar-05,WW_36,2800,
14-Mar-05,WW_101,3500,
14-Mar-05,WW_96,390,
14-Mar-05,WW_92,760,
21-Mar-05,WW_74,4300,
21-Mar-05,WW_100,30,
21-Mar-05,WW_39,9700,
21-Mar-05,WW_108,1500,
21-Mar-05,WW_99,220,
21-Mar-05,WW_40,450,
21-Mar-05,WW_75,<10,
21-Mar-05,WW_41,7300,
21-Mar-05,WW_92,60,
21-Mar-05,WW_42,270,
21-Mar-05,WW_48,150,
28-Mar-05,WW_49,9,
28-Mar-05,WW_50,20,
28-Mar-05,WW_86,40,
28-Mar-05,WW_55,9,
28-Mar-05,WW_56,20,
28-Mar-05,WW_76,2100,
28-Mar-05,WW_57,970,
28-Mar-05,WW_58,2400,
28-Mar-05,WW_54,13000,
28-Mar-05,WW_97,2600,
28-Mar-05,WW_52,760,
28-Mar-05,WW_59,2100,
28-Mar-05,WW_43,100,
28-Mar-05,WW_92,120,
04-Apr-05,WW_12,40,40
04-Apr-05,WW_13,370,
04-Apr-05,WW_77,150,90
04-Apr-05,WW_78,250,150
04-Apr-05,WW_17,210,
04-Apr-05,WW_19,190,
04-Apr-05,WW_20,140,
04-Apr-05,WW_24,2000,
04-Apr-05,WW_109,2900,
04-Apr-05,WW_22,760,
04-Apr-05,WW_23,240,
04-Apr-05,WW_29,160,
04-Apr-05,WW_91,160,
04-Apr-05,WW_79,130,
04-Apr-05,WW_80,99,
04-Apr-05,WW_18,60,
04-Apr-05,WW_90,20,30
04-Apr-05,WW_110,350,140
04-Apr-05,WW_89,2500,1400
04-Apr-05,WW_64,850,530
04-Apr-05,WW_92,200,
11-Apr-05,WW_31,210,380
11-Apr-05,WW_32,9200,7800
11-Apr-05,WW_105,1200,1200
11-Apr-05,WW_104,230,170
11-Apr-05,WW_103,680,640
11-Apr-05,WW_34,320,430
11-Apr-05,WW_37,220000,
11-Apr-05,WW_73,57000,
11-Apr-05,WW_46,8200,
11-Apr-05,WW_35,9,
11-Apr-05,WW_102,1400,
11-Apr-05,WW_36,150000,
11-Apr-05,WW_101,280000,
11-Apr-05,WW_96,300,220
11-Apr-05,WW_92,9,
18-Apr-05,WW_74,20,9
18-Apr-05,WW_100,90,60
18-Apr-05,WW_39,200,230
18-Apr-05,WW_108,30,20
18-Apr-05,WW_99,50,50
18-Apr-05,WW_40,30,
18-Apr-05,WW_75,20,
18-Apr-05,WW_41,460,
18-Apr-05,WW_92,60,
18-Apr-05,WW_42,210,
18-Apr-05,WW_48,40,
25-Apr-05,WW_49,<10,9
25-Apr-05,WW_50,9,60
25-Apr-05,WW_86,3900,3400
25-Apr-05,WW_55,20,30
25-Apr-05,WW_76,6000,3800
25-Apr-05,WW_57,1100,
25-Apr-05,WW_58,3600,
25-Apr-05,WW_54,3800,
25-Apr-05,WW_97,600,
25-Apr-05,WW_52,880,
25-Apr-05,WW_59,1500,
25-Apr-05,WW_43,40,
25-Apr-05,WW_92,770,
02-May-05,WW_13,30,
02-May-05,WW_78,<10,
02-May-05,WW_17,30,
02-May-05,WW_19,30,
02-May-05,WW_20,130,
02-May-05,WW_24,70,110
02-May-05,WW_109,140,110
02-May-05,WW_22,60,
02-May-05,WW_23,40,
02-May-05,WW_29,9,
02-May-05,WW_91,9,
02-May-05,WW_79,<10,9
02-May-05,WW_80,150,160
02-May-05,WW_18,260,200
02-May-05,WW_90,70,
02-May-05,WW_110,1700,
02-May-05,WW_89,80,
02-May-05,WW_64,270,
02-May-05,WW_92,30,
09-May-05,WW_31,260,
09-May-05,WW_32,710,
09-May-05,WW_105,70,
09-May-05,WW_104,3500,
09-May-05,WW_103,330,
09-May-05,WW_34,860,
09-May-05,WW_37,6000,7800
09-May-05,WW_73,3700,3300
09-May-05,WW_46,1600,1300
09-May-05,WW_35,6800,1300
09-May-05,WW_102,30,40
09-May-05,WW_36,8300,7200
09-May-05,WW_101,8600,6100
09-May-05,WW_96,460,
09-May-05,WW_92,<10,
16-May-05,WW_74,20,
16-May-05,WW_100,200,
16-May-05,WW_39,890,
16-May-05,WW_99,110,
16-May-05,WW_40,40,20
16-May-05,WW_75,50,40
16-May-05,WW_41,1400,2000
16-May-05,WW_92,40,40
16-May-05,WW_42,2400,1100
16-May-05,WW_48,1200,1100
23-May-05,WW_49,<10,
23-May-05,WW_50,30,
23-May-05,WW_86,400,
23-May-05,WW_55,30,
23-May-05,WW_76,710,
23-May-05,WW_57,410,580
23-May-05,WW_58,880,800
23-May-05,WW_97,840,1100
23-May-05,WW_52,350,340
23-May-05,WW_59,250,300
23-May-05,WW_43,30,20
23-May-05,WW_92,170,
31-May-05,WW_92,60,
06-Jun-05,WW_12,1000,
06-Jun-05,WW_13,160,110
06-Jun-05,WW_78,20,
06-Jun-05,WW_17,380,300
06-Jun-05,WW_19,560,620
06-Jun-05,WW_20,1200,1100
06-Jun-05,WW_24,2300,
06-Jun-05,WW_109,2000,
06-Jun-05,WW_22,2100,2000
06-Jun-05,WW_23,460,510
06-Jun-05,WW_29,1000,940
06-Jun-05,WW_91,420,310
06-Jun-05,WW_79,40,
06-Jun-05,WW_80,140,
06-Jun-05,WW_18,2000,
06-Jun-05,WW_90,200,
06-Jun-05,WW_110,30000,
06-Jun-05,WW_89,3400,
06-Jun-05,WW_64,2100,
06-Jun-05,WW_92,90,
13-Jun-05,WW_31,160,
13-Jun-05,WW_32,640,
13-Jun-05,WW_105,400,
13-Jun-05,WW_104,2000,
13-Jun-05,WW_103,130,
13-Jun-05,WW_34,950,
13-Jun-05,WW_37,5700,
13-Jun-05,WW_73,3100,
13-Jun-05,WW_46,720,
13-Jun-05,WW_35,360,
13-Jun-05,WW_102,830,
13-Jun-05,WW_36,10000,
13-Jun-05,WW_101,6500,
13-Jun-05,WW_96,830,
13-Jun-05,WW_92,40,
20-Jun-05,WW_74,<10,
20-Jun-05,WW_100,20,
20-Jun-05,WW_39,370,
20-Jun-05,WW_99,80,
20-Jun-05,WW_40,80,
20-Jun-05,WW_75,40,
20-Jun-05,WW_41,2600,
20-Jun-05,WW_42,170,
20-Jun-05,WW_48,40,
20-Jun-05,WW_92,50,
27-Jun-05,WW_49,<10,
27-Jun-05,WW_50,140,
27-Jun-05,WW_86,200,
27-Jun-05,WW_55,30,
27-Jun-05,WW_56,99,
27-Jun-05,WW_76,1100,
27-Jun-05,WW_57,150,
27-Jun-05,WW_58,480,
27-Jun-05,WW_52,960,
27-Jun-05,WW_59,120,
27-Jun-05,WW_43,9,
27-Jun-05,WW_92,70,
05-Jul-05,WW_12,28000,11000
05-Jul-05,WW_13,5000,
05-Jul-05,WW_78,190000,50000
05-Jul-05,WW_17,99000,
05-Jul-05,WW_19,,
05-Jul-05,WW_20,4800,
05-Jul-05,WW_24,110,
05-Jul-05,WW_109,890,
05-Jul-05,WW_22,1000,
05-Jul-05,WW_23,810,
05-Jul-05,WW_29,70,
05-Jul-05,WW_91,150,
05-Jul-05,WW_79,330000,
05-Jul-05,WW_80,800,
05-Jul-05,WW_18,14000,
05-Jul-05,WW_90,2600,2200
05-Jul-05,WW_110,29000,10000
05-Jul-05,WW_89,21000,4000
05-Jul-05,WW_64,6900,5800
05-Jul-05,WW_92,1400,
11-Jul-05,WW_31,770,540
11-Jul-05,WW_32,200,350
11-Jul-05,WW_105,370,360
11-Jul-05,WW_104,500,330
11-Jul-05,WW_103,420,510
11-Jul-05,WW_34,770,700
11-Jul-05,WW_37,6900,
11-Jul-05,WW_73,5500,
11-Jul-05,WW_46,640,
11-Jul-05,WW_35,220,
11-Jul-05,WW_102,210,
11-Jul-05,WW_36,11000,
11-Jul-05,WW_101,9100,
11-Jul-05,WW_96,2200,2000
11-Jul-05,WW_92,90,
18-Jul-05,WW_74,30,20
18-Jul-05,WW_100,9,40
18-Jul-05,WW_39,510,340
18-Jul-05,WW_108,140,70
18-Jul-05,WW_99,180,140
18-Jul-05,WW_40,80,140
18-Jul-05,WW_75,360,
18-Jul-05,WW_41,4600,
18-Jul-05,WW_92,130,
18-Jul-05,WW_42,420,
18-Jul-05,WW_48,290,
25-Jul-05,WW_49,9,20
25-Jul-05,WW_50,990,1300
25-Jul-05,WW_86,1600,1400
25-Jul-05,WW_55,310,200
25-Jul-05,WW_56,40,20
25-Jul-05,WW_76,2200,1600
25-Jul-05,WW_57,510,
25-Jul-05,WW_58,930,
25-Jul-05,WW_54,200000,
25-Jul-05,WW_97,740,
25-Jul-05,WW_52,640,
25-Jul-05,WW_59,410,
25-Jul-05,WW_43,200,
25-Jul-05,WW_92,1500,
01-Aug-05,WW_13,320,
01-Aug-05,WW_78,70,
01-Aug-05,WW_17,470,
01-Aug-05,WW_19,900,
01-Aug-05,WW_20,2100,
01-Aug-05,WW_24,480,490
01-Aug-05,WW_109,630,410
01-Aug-05,WW_22,810,
01-Aug-05,WW_23,150,
01-Aug-05,WW_29,40,
01-Aug-05,WW_91,50,
01-Aug-05,WW_79,80,40
01-Aug-05,WW_80,180,60
01-Aug-05,WW_18,720,710
01-Aug-05,WW_90,80,
01-Aug-05,WW_110,3600,
01-Aug-05,WW_89,500,
01-Aug-05,WW_64,1100,
01-Aug-05,WW_92,140,
08-Aug-05,WW_106,510,
08-Aug-05,WW_31,3900,
08-Aug-05,WW_32,120,
08-Aug-05,WW_105,270,
08-Aug-05,WW_104,3200,
08-Aug-05,WW_34,8500,
08-Aug-05,WW_37,8600,8800
08-Aug-05,WW_73,4300,3800
08-Aug-05,WW_46,840,760
08-Aug-05,WW_35,30,9
08-Aug-05,WW_102,130,160
08-Aug-05,WW_36,7400,7600
08-Aug-05,WW_101,8400,9000
08-Aug-05,WW_96,920,
08-Aug-05,WW_92,40,
15-Aug-05,WW_74,320,
15-Aug-05,WW_100,250,
15-Aug-05,WW_39,980,
15-Aug-05,WW_108,870,
15-Aug-05,WW_99,290,
15-Aug-05,WW_40,400,450
15-Aug-05,WW_75,240,220
15-Aug-05,WW_41,20000,11000
15-Aug-05,WW_92,280,270
15-Aug-05,WW_42,5900,5500
15-Aug-05,WW_48,1800,1400
22-Aug-05,WW_49,60,
22-Aug-05,WW_50,160,
22-Aug-05,WW_86,680,
22-Aug-05,WW_55,<10,9
22-Aug-05,WW_56,40,
22-Aug-05,WW_76,1300,
22-Aug-05,WW_57,1100,1300
22-Aug-05,WW_58,1100,
22-Aug-05,WW_54,3400,4900
22-Aug-05,WW_97,1500,1400
22-Aug-05,WW_52,1400,1100
22-Aug-05,WW_59,530,400
22-Aug-05,WW_43,40,50
22-Aug-05,WW_92,1200,
29-Aug-05,WW_92,100,
06-Sep-05,WW_13,340,390
06-Sep-05,WW_78,120,
06-Sep-05,WW_17,190,120
06-Sep-05,WW_19,180,240
06-Sep-05,WW_20,330,230
06-Sep-05,WW_24,100,
06-Sep-05,WW_109,180,
06-Sep-05,WW_22,270,250
06-Sep-05,WW_23,30,40
06-Sep-05,WW_29,50,40
06-Sep-05,WW_91,40,20
06-Sep-05,WW_79,140,
06-Sep-05,WW_80,120,
06-Sep-05,WW_18,170,
06-Sep-05,WW_90,560,
06-Sep-05,WW_110,2300,
06-Sep-05,WW_89,160,
06-Sep-05,WW_64,320,
06-Sep-05,WW_92,130,
12-Sep-05,WW_31,4800,
12-Sep-05,WW_32,900,
12-Sep-05,WW_105,600,
12-Sep-05,WW_104,500,
12-Sep-05,WW_103,600,
12-Sep-05,WW_34,830,
12-Sep-05,WW_37,11000,
12-Sep-05,WW_73,5500,
12-Sep-05,WW_46,650,
12-Sep-05,WW_35,380,
12-Sep-05,WW_102,370,
12-Sep-05,WW_36,20000,
12-Sep-05,WW_101,31000,
12-Sep-05,WW_96,710,
12-Sep-05,WW_92,190,
19-Sep-05,WW_74,1100,
19-Sep-05,WW_100,300,
19-Sep-05,WW_39,690,
19-Sep-05,WW_108,490,
19-Sep-05,WW_99,360,
19-Sep-05,WW_40,480,
19-Sep-05,WW_75,340,
19-Sep-05,WW_41,4800,
19-Sep-05,WW_92,340,
19-Sep-05,WW_42,2700,
19-Sep-05,WW_48,2000,
26-Sep-05,WW_49,20,
26-Sep-05,WW_50,650,
26-Sep-05,WW_86,22000,
26-Sep-05,WW_55,30,
26-Sep-05,WW_56,20,
26-Sep-05,WW_76,3400,
26-Sep-05,WW_57,32000,
26-Sep-05,WW_58,6900,
26-Sep-05,WW_97,8500,
26-Sep-05,WW_52,3400,
26-Sep-05,WW_59,830,
26-Sep-05,WW_43,70,
26-Sep-05,WW_92,350,
03-Oct-05,WW_13,560,
03-Oct-05,WW_77,9100,8800
03-Oct-05,WW_78,440,390
03-Oct-05,WW_17,1000,
03-Oct-05,WW_19,5400,
03-Oct-05,WW_20,10000,
03-Oct-05,WW_24,15000,
03-Oct-05,WW_109,13000,
03-Oct-05,WW_22,28000,
03-Oct-05,WW_23,21000,
03-Oct-05,WW_29,580,
03-Oct-05,WW_91,300,
03-Oct-05,WW_79,11000,
03-Oct-05,WW_80,30,
03-Oct-05,WW_18,720,
03-Oct-05,WW_90,3300,4200
03-Oct-05,WW_110,7500,9900
03-Oct-05,WW_89,2000,2100
03-Oct-05,WW_64,2900,2800
03-Oct-05,WW_92,230,
10-Oct-05,WW_31,140,70
10-Oct-05,WW_32,40,50
10-Oct-05,WW_105,140,150
10-Oct-05,WW_104,560,530
10-Oct-05,WW_103,1100,1100
10-Oct-05,WW_34,400,460
10-Oct-05,WW_37,7500,
10-Oct-05,WW_73,5300,
10-Oct-05,WW_46,3000,
10-Oct-05,WW_35,370,
10-Oct-05,WW_102,180,
10-Oct-05,WW_36,9200,
10-Oct-05,WW_101,2200,
10-Oct-05,WW_96,800,890
10-Oct-05,WW_92,230,
17-Oct-05,WW_74,<10,<10
17-Oct-05,WW_100,460,230
17-Oct-05,WW_39,850,810
17-Oct-05,WW_108,280,160
17-Oct-05,WW_99,200,150
17-Oct-05,WW_40,230,
17-Oct-05,WW_75,200,
17-Oct-05,WW_41,3300,
17-Oct-05,WW_92,360,
17-Oct-05,WW_42,3600,
17-Oct-05,WW_48,1700,
24-Oct-05,WW_49,<10,9
24-Oct-05,WW_50,180,160
24-Oct-05,WW_86,270000,320000
24-Oct-05,WW_55,180,190
24-Oct-05,WW_56,170,200
24-Oct-05,WW_76,13000,11000
24-Oct-05,WW_57,66000,
24-Oct-05,WW_58,33000,
24-Oct-05,WW_54,9800,
24-Oct-05,WW_97,3900,
24-Oct-05,WW_52,24000,
24-Oct-05,WW_59,1700,
24-Oct-05,WW_43,9,
24-Oct-05,WW_92,760,
31-Oct-05,WW_92,1400,
07-Nov-05,WW_12,760,
07-Nov-05,WW_13,1500,
07-Nov-05,WW_77,20000,
07-Nov-05,WW_78,7000,
07-Nov-05,WW_17,1100,
07-Nov-05,WW_19,1200,
07-Nov-05,WW_20,3000,
07-Nov-05,WW_24,10000,10000
07-Nov-05,WW_109,14000,12000
07-Nov-05,WW_22,7600,
07-Nov-05,WW_23,3200,
07-Nov-05,WW_29,7800,
07-Nov-05,WW_91,4000,
07-Nov-05,WW_79,13000,11000
07-Nov-05,WW_80,5600,4900
07-Nov-05,WW_18,5900,4900
07-Nov-05,WW_90,15000,
07-Nov-05,WW_110,12000,
07-Nov-05,WW_89,9300,
07-Nov-05,WW_64,28000,
07-Nov-05,WW_92,660,
14-Nov-05,WW_106,2500,
14-Nov-05,WW_31,410,
14-Nov-05,WW_32,320,
14-Nov-05,WW_105,50,
14-Nov-05,WW_104,270,
14-Nov-05,WW_103,4700,
14-Nov-05,WW_34,1600,
14-Nov-05,WW_37,9300,7200
14-Nov-05,WW_73,11000,8000
14-Nov-05,WW_46,3900,3200
14-Nov-05,WW_35,9,40
14-Nov-05,WW_102,5600,5400
14-Nov-05,WW_36,10000,11000
14-Nov-05,WW_101,10000,10000
14-Nov-05,WW_96,2000,
14-Nov-05,WW_92,340,
21-Nov-05,WW_74,40,
21-Nov-05,WW_100,160,
21-Nov-05,WW_39,1000,
21-Nov-05,WW_108,180,
21-Nov-05,WW_99,60,
21-Nov-05,WW_40,100,200
21-Nov-05,WW_75,60,20
21-Nov-05,WW_41,5900,4800
21-Nov-05,WW_92,420,300
21-Nov-05,WW_42,1000,410
21-Nov-05,WW_48,670,420
28-Nov-05,WW_49,<10,
28-Nov-05,WW_50,20,
28-Nov-05,WW_86,340000,
28-Nov-05,WW_55,50,
28-Nov-05,WW_56,70,
28-Nov-05,WW_76,9000,
28-Nov-05,WW_57,68000,53000
28-Nov-05,WW_58,5200,5500
28-Nov-05,WW_54,48000,36000
28-Nov-05,WW_97,2000,2100
28-Nov-05,WW_52,48000,48000
28-Nov-05,WW_59,1600,2100
28-Nov-05,WW_43,50,40
28-Nov-05,WW_92,890,
05-Dec-05,WW_13,25000,17000
05-Dec-05,WW_78,390,
05-Dec-05,WW_17,1100,840
05-Dec-05,WW_19,400,580
05-Dec-05,WW_20,240,210
05-Dec-05,WW_24,1300,
05-Dec-05,WW_109,850,
05-Dec-05,WW_22,600,730
05-Dec-05,WW_23,130,100
05-Dec-05,WW_29,130,170
05-Dec-05,WW_91,440,690
05-Dec-05,WW_80,1400,
05-Dec-05,WW_18,2000,
05-Dec-05,WW_89,6300,
05-Dec-05,WW_64,3600,
05-Dec-05,WW_92,800,
12-Dec-05,WW_32,21000,
12-Dec-05,WW_105,30,
12-Dec-05,WW_104,420,
12-Dec-05,WW_37,8000,
12-Dec-05,WW_73,4100,
12-Dec-05,WW_46,1700,
12-Dec-05,WW_102,2900,
12-Dec-05,WW_36,7500,
12-Dec-05,WW_101,6000,
12-Dec-05,WW_92,290,
19-Dec-05,WW_100,850,
19-Dec-05,WW_39,2000,
19-Dec-05,WW_108,810,
19-Dec-05,WW_99,320,
19-Dec-05,WW_40,220,
19-Dec-05,WW_75,90,
19-Dec-05,WW_41,2000,
19-Dec-05,WW_92,450,
27-Dec-05,WW_49,<10,
27-Dec-05,WW_50,90,
27-Dec-05,WW_55,60,
27-Dec-05,WW_56,480,
27-Dec-05,WW_76,3100,
27-Dec-05,WW_57,2200,
27-Dec-05,WW_58,3200,
27-Dec-05,WW_97,1500,
27-Dec-05,WW_52,1200,
27-Dec-05,WW_59,2900,
27-Dec-05,WW_43,150,
27-Dec-05,WW_92,600,
03-Jan-06,WW_12,270,320
03-Jan-06,WW_13,1700,
03-Jan-06,WW_77,520,540
03-Jan-06,WW_78,1800,1400
03-Jan-06,WW_17,730,
03-Jan-06,WW_19,940,
03-Jan-06,WW_20,750,
03-Jan-06,WW_24,6000,
03-Jan-06,WW_109,2900,
03-Jan-06,WW_22,2500,
03-Jan-06,WW_23,3700,
03-Jan-06,WW_29,3600,
03-Jan-06,WW_91,490,
03-Jan-06,WW_80,1100,
03-Jan-06,WW_18,2400,
03-Jan-06,WW_90,1200,1200
03-Jan-06,WW_110,2100,1700
03-Jan-06,WW_89,7500,6600
03-Jan-06,WW_64,10000,7900
03-Jan-06,WW_92,3700,
09-Jan-06,WW_106,7100,6200
09-Jan-06,WW_31,3000,3100
09-Jan-06,WW_32,310,240
09-Jan-06,WW_105,100,70
09-Jan-06,WW_104,140,110
09-Jan-06,WW_103,310,340
09-Jan-06,WW_34,800,800
09-Jan-06,WW_37,3300,
09-Jan-06,WW_73,2800,
09-Jan-06,WW_46,1500,
09-Jan-06,WW_102,1200,
09-Jan-06,WW_36,5800,
09-Jan-06,WW_101,4800,
09-Jan-06,WW_96,650,450
09-Jan-06,WW_92,70,
17-Jan-06,WW_74,60,90
17-Jan-06,WW_100,2000,1600
17-Jan-06,WW_39,2900,2000
17-Jan-06,WW_108,6400,6300
17-Jan-06,WW_99,1200,1300
17-Jan-06,WW_40,2700,
17-Jan-06,WW_75,40,
17-Jan-06,WW_41,2400,
17-Jan-06,WW_92,1200,
17-Jan-06,WW_42,1400,
17-Jan-06,WW_48,1300,
23-Jan-06,WW_49,<10,<10
23-Jan-06,WW_50,20,9
23-Jan-06,WW_86,130,20
23-Jan-06,WW_55,<10,<10
23-Jan-06,WW_56,1000,830
23-Jan-06,WW_76,3600,3600
23-Jan-06,WW_57,1800,
23-Jan-06,WW_58,5000,
23-Jan-06,WW_54,1400,
23-Jan-06,WW_97,4000,
23-Jan-06,WW_52,2000,
23-Jan-06,WW_59,5200,
23-Jan-06,WW_43,190,
23-Jan-06,WW_92,120,
30-Jan-06,WW_92,240,
06-Feb-06,WW_12,20,
06-Feb-06,WW_13,270,
06-Feb-06,WW_78,1500,
06-Feb-06,WW_17,290,
06-Feb-06,WW_19,470,
06-Feb-06,WW_20,2100,
06-Feb-06,WW_24,980,780
06-Feb-06,WW_109,660,660
06-Feb-06,WW_22,400,
06-Feb-06,WW_23,560,
06-Feb-06,WW_29,350,
06-Feb-06,WW_91,260,
06-Feb-06,WW_80,450,510
06-Feb-06,WW_18,560,400
06-Feb-06,WW_90,40,
06-Feb-06,WW_89,1300,
06-Feb-06,WW_64,430,
06-Feb-06,WW_92,120,
14-Feb-06,WW_32,400,
14-Feb-06,WW_105,9,
14-Feb-06,WW_104,18000,
14-Feb-06,WW_103,520,
14-Feb-06,WW_34,420,
14-Feb-06,WW_37,3800,4700
14-Feb-06,WW_73,1600,1900
14-Feb-06,WW_46,1100,1200
14-Feb-06,WW_102,2300,2900
14-Feb-06,WW_36,7500,5900
14-Feb-06,WW_101,3500,3400
14-Feb-06,WW_96,140,
14-Feb-06,WW_92,50,
21-Feb-06,WW_100,1100,
21-Feb-06,WW_39,870,
21-Feb-06,WW_108,580,
21-Feb-06,WW_40,560,
21-Feb-06,WW_75,670,650
21-Feb-06,WW_41,740,700
21-Feb-06,WW_92,200,160
21-Feb-06,WW_42,130,180
21-Feb-06,WW_48,350,320
27-Feb-06,WW_49,9,
27-Feb-06,WW_50,20,
27-Feb-06,WW_86,20,
27-Feb-06,WW_55,9,
27-Feb-06,WW_56,20,
27-Feb-06,WW_76,1200,
27-Feb-06,WW_57,150,240
27-Feb-06,WW_58,860,1000
27-Feb-06,WW_54,7800,8400
27-Feb-06,WW_97,500,560
27-Feb-06,WW_52,1100,1200
27-Feb-06,WW_59,180,280
27-Feb-06,WW_43,9,9
27-Feb-06,WW_92,20,
06-Mar-06,WW_13,200,300.000
06-Mar-06,WW_77,1200,
06-Mar-06,WW_78,880,
06-Mar-06,WW_17,390,360
06-Mar-06,WW_19,320,260
06-Mar-06,WW_20,270,310
06-Mar-06,WW_24,1000,
06-Mar-06,WW_109,1300,
06-Mar-06,WW_22,580,620
06-Mar-06,WW_23,90,90
06-Mar-06,WW_29,100,90
06-Mar-06,WW_91,230,210
06-Mar-06,WW_79,30,
06-Mar-06,WW_80,950,1000
06-Mar-06,WW_18,860,
06-Mar-06,WW_90,20,
06-Mar-06,WW_110,6400,
06-Mar-06,WW_89,1300,
06-Mar-06,WW_64,1000,
06-Mar-06,WW_92,20,
13-Mar-06,WW_106,340,
13-Mar-06,WW_31,600,
13-Mar-06,WW_32,26000,
13-Mar-06,WW_105,280,
13-Mar-06,WW_104,2300,
13-Mar-06,WW_103,2000,
13-Mar-06,WW_34,2000,
13-Mar-06,WW_37,6800,
13-Mar-06,WW_73,42000,
