Collect date  ,Sampling point,FEC_COL cts/100mL,E COLI cts/100mL
07-Sep-10,WW_23,460,380
07-Sep-10,WW_29,170,180
07-Sep-10,WW_91,50,30
07-Sep-10,WW_79,170,
07-Sep-10,WW_80,60,
07-Sep-10,WW_18,100,
07-Sep-10,WW_90,200,
07-Sep-10,WW_110,2600,
07-Sep-10,WW_89,120,
07-Sep-10,WW_92,360,
13-Sep-10,WW_106,540,
13-Sep-10,WW_31,510,
13-Sep-10,WW_32,240,
13-Sep-10,WW_105,40,
13-Sep-10,WW_104,80,
13-Sep-10,WW_103,730,
13-Sep-10,WW_37,6300,
13-Sep-10,WW_73,3000,
13-Sep-10,WW_46,2900,
13-Sep-10,WW_35,20,
13-Sep-10,WW_102,180,
13-Sep-10,WW_36,6700,
13-Sep-10,WW_101,5100,
13-Sep-10,WW_96,600,
13-Sep-10,WW_92,160,
20-Sep-10,WW_74,<10,
20-Sep-10,WW_100,240,
20-Sep-10,WW_39,2000,
20-Sep-10,WW_108,300,
20-Sep-10,WW_99,220,
20-Sep-10,WW_40,110,
20-Sep-10,WW_75,20,
20-Sep-10,WW_92,330,
20-Sep-10,WW_42,5900,
20-Sep-10,WW_48,460,
27-Sep-10,WW_49,<10,
27-Sep-10,WW_50,30,
27-Sep-10,WW_86,420,
27-Sep-10,WW_55,9,
27-Sep-10,WW_56,30,
27-Sep-10,WW_76,660,
27-Sep-10,WW_57,330,
27-Sep-10,WW_58,1100,
27-Sep-10,WW_54,150,
27-Sep-10,WW_97,520,
27-Sep-10,WW_52,680,
27-Sep-10,WW_43,50,
27-Sep-10,WW_92,240,
04-Oct-10,WW_13,200,
04-Oct-10,WW_78,9,30
04-Oct-10,WW_17,110,
04-Oct-10,WW_19,300,
04-Oct-10,WW_20,300,
04-Oct-10,WW_24,110,
04-Oct-10,WW_109,270,
04-Oct-10,WW_22,490,
04-Oct-10,WW_23,760,
04-Oct-10,WW_29,90,
04-Oct-10,WW_91,50,
04-Oct-10,WW_79,40,
04-Oct-10,WW_80,20,
04-Oct-10,WW_18,410,
04-Oct-10,WW_90,20,40
04-Oct-10,WW_110,760,580
04-Oct-10,WW_89,40,50
04-Oct-10,WW_92,90,
11-Oct-10,WW_106,400,310
11-Oct-10,WW_31,60,30
11-Oct-10,WW_32,60,100
11-Oct-10,WW_105,50,99
11-Oct-10,WW_104,90,190
11-Oct-10,WW_103,130,80
11-Oct-10,WW_37,5600,
11-Oct-10,WW_73,3000,
11-Oct-10,WW_46,1000,
11-Oct-10,WW_35,<10,
11-Oct-10,WW_102,30,
11-Oct-10,WW_36,6800,
11-Oct-10,WW_101,6400,
11-Oct-10,WW_96,380,350
11-Oct-10,WW_92,120,
18-Oct-10,WW_74,<10,<10
18-Oct-10,WW_100,210,70
18-Oct-10,WW_39,290,310
18-Oct-10,WW_108,100,99
18-Oct-10,WW_99,520,430
18-Oct-10,WW_40,50,
18-Oct-10,WW_75,580,
18-Oct-10,WW_92,60,
18-Oct-10,WW_42,780,
18-Oct-10,WW_48,120,
25-Oct-10,WW_50,70,40
25-Oct-10,WW_86,280000,220000
25-Oct-10,WW_55,1200,960
25-Oct-10,WW_56,60,40
25-Oct-10,WW_76,1600,2000
25-Oct-10,WW_57,15000,
25-Oct-10,WW_58,3800,
25-Oct-10,WW_97,31000,
25-Oct-10,WW_52,8400,
25-Oct-10,WW_59,590,
25-Oct-10,WW_43,190,
25-Oct-10,WW_92,30,
01-Nov-10,WW_13,150,
01-Nov-10,WW_17,9,
01-Nov-10,WW_19,240,
01-Nov-10,WW_20,140,
01-Nov-10,WW_24,90,50
01-Nov-10,WW_109,160,90
01-Nov-10,WW_22,150,
01-Nov-10,WW_23,30,
01-Nov-10,WW_29,20,
01-Nov-10,WW_91,30,
01-Nov-10,WW_79,90,70
01-Nov-10,WW_80,3300,3600
01-Nov-10,WW_18,1600,1500
01-Nov-10,WW_90,30,
01-Nov-10,WW_110,1000,
01-Nov-10,WW_89,1400,
01-Nov-10,WW_92,60,
08-Nov-10,WW_106,4300,
08-Nov-10,WW_31,40,
08-Nov-10,WW_32,420,
08-Nov-10,WW_105,50,
08-Nov-10,WW_104,160,
08-Nov-10,WW_103,40,
08-Nov-10,WW_37,6800,6600
08-Nov-10,WW_73,7200,7000
08-Nov-10,WW_46,2500,2000
08-Nov-10,WW_35,<10,<10
08-Nov-10,WW_102,6800,7100
08-Nov-10,WW_36,12000,10000
08-Nov-10,WW_101,9300,7400
08-Nov-10,WW_96,690,
08-Nov-10,WW_92,50,
15-Nov-10,WW_74,40,
15-Nov-10,WW_100,300,
15-Nov-10,WW_39,990,
15-Nov-10,WW_108,130,
15-Nov-10,WW_99,80,
15-Nov-10,WW_40,120,150
15-Nov-10,WW_75,40,20
15-Nov-10,WW_92,120,130
15-Nov-10,WW_42,700,600
15-Nov-10,WW_48,470,250
22-Nov-10,WW_50,9,
22-Nov-10,WW_86,5400,
22-Nov-10,WW_55,60,
22-Nov-10,WW_56,130,
22-Nov-10,WW_76,2500,
22-Nov-10,WW_57,720,510
22-Nov-10,WW_58,1200,880
22-Nov-10,WW_54,21000,11000
22-Nov-10,WW_97,2800,3000
22-Nov-10,WW_52,9300,8800
22-Nov-10,WW_59,1400,2200
22-Nov-10,WW_43,150,150
22-Nov-10,WW_92,30,
29-Nov-10,WW_92,460,
06-Dec-10,WW_17,280,130
06-Dec-10,WW_19,1600,1100
06-Dec-10,WW_20,540,540
06-Dec-10,WW_24,1100,
06-Dec-10,WW_109,1400,
06-Dec-10,WW_22,540,400
06-Dec-10,WW_23,230,120
06-Dec-10,WW_29,580,360
06-Dec-10,WW_91,99,40
06-Dec-10,WW_80,2900,
06-Dec-10,WW_18,2200,
06-Dec-10,WW_89,1300,
06-Dec-10,WW_92,340,
13-Dec-10,WW_106,5800,
13-Dec-10,WW_105,200,
13-Dec-10,WW_104,540,
13-Dec-10,WW_37,6700,
13-Dec-10,WW_73,21000,
13-Dec-10,WW_46,32000,
13-Dec-10,WW_36,4600,
13-Dec-10,WW_101,5400,
13-Dec-10,WW_96,1700,
13-Dec-10,WW_92,250,
20-Dec-10,WW_74,80,
20-Dec-10,WW_100,950,
20-Dec-10,WW_39,1200,
20-Dec-10,WW_108,370,
20-Dec-10,WW_99,80,
20-Dec-10,WW_40,200,
20-Dec-10,WW_75,150,
20-Dec-10,WW_41,2300,
20-Dec-10,WW_92,90,
20-Dec-10,WW_42,160,
20-Dec-10,WW_48,80,
03-Jan-11,WW_12,380,540
03-Jan-11,WW_13,930,
03-Jan-11,WW_78,340,400
03-Jan-11,WW_17,860,
03-Jan-11,WW_19,1200,
03-Jan-11,WW_20,1500,
03-Jan-11,WW_24,940,
03-Jan-11,WW_109,1700,
03-Jan-11,WW_22,1200,
03-Jan-11,WW_23,1100,
03-Jan-11,WW_29,760,
03-Jan-11,WW_91,870,
03-Jan-11,WW_80,400,
03-Jan-11,WW_18,590,
03-Jan-11,WW_90,200,230
03-Jan-11,WW_111,1300,1200
03-Jan-11,WW_89,2300,1800
03-Jan-11,WW_92,3700,
10-Jan-11,WW_106,6300,5600
10-Jan-11,WW_105,60,90
10-Jan-11,WW_104,29000,31000
10-Jan-11,WW_34,21000,24000
10-Jan-11,WW_37,2600,
10-Jan-11,WW_73,1300,
10-Jan-11,WW_46,70,
10-Jan-11,WW_102,2900,
10-Jan-11,WW_36,5600,
10-Jan-11,WW_101,3300,
10-Jan-11,WW_96,330,350
10-Jan-11,WW_92,50,
18-Jan-11,WW_74,50,40
18-Jan-11,WW_100,830,560
18-Jan-11,WW_39,920,790
18-Jan-11,WW_108,210,110
18-Jan-11,WW_99,250,150
18-Jan-11,WW_40,200,
18-Jan-11,WW_75,50,
18-Jan-11,WW_41,2500,
18-Jan-11,WW_92,90,
18-Jan-11,WW_42,70,
18-Jan-11,WW_48,320,
24-Jan-11,WW_50,920,940.0
24-Jan-11,WW_76,1000,1100
24-Jan-11,WW_58,900,
24-Jan-11,WW_59,210,
24-Jan-11,WW_43,20,
24-Jan-11,WW_92,130,
31-Jan-11,WW_92,50,
14-Feb-11,WW_103,4600,
14-Feb-11,WW_37,12000,10000
14-Feb-11,WW_73,6400,5800
14-Feb-11,WW_46,750,600
14-Feb-11,WW_102,2700,2000
14-Feb-11,WW_36,8300,7000
14-Feb-11,WW_101,12000,11000
14-Feb-11,WW_92,50,
22-Feb-11,WW_74,20,
22-Feb-11,WW_100,11000,
22-Feb-11,WW_39,7600,
22-Feb-11,WW_108,8500,
22-Feb-11,WW_99,220000,
22-Feb-11,WW_40,36000,18000
22-Feb-11,WW_75,11000,7300
22-Feb-11,WW_41,12000,7000
22-Feb-11,WW_92,2000,1800
22-Feb-11,WW_42,31000,31000
22-Feb-11,WW_48,20000,16000
28-Feb-11,WW_49,<10,
28-Feb-11,WW_50,9,
28-Feb-11,WW_86,190,
28-Feb-11,WW_55,<10,
28-Feb-11,WW_56,30,
28-Feb-11,WW_76,1300,
28-Feb-11,WW_57,3700,2100
28-Feb-11,WW_58,2400,1400
28-Feb-11,WW_54,20000,7800
28-Feb-11,WW_97,40000,30000
28-Feb-11,WW_52,11000,11000
28-Feb-11,WW_59,940,1000
28-Feb-11,WW_43,850,400
28-Feb-11,WW_92,470,
07-Mar-11,WW_12,40,
07-Mar-11,WW_13,270,210
07-Mar-11,WW_78,4800,
07-Mar-11,WW_17,480,350
07-Mar-11,WW_19,570,420
07-Mar-11,WW_20,870,500
07-Mar-11,WW_24,980,
07-Mar-11,WW_109,1100,
07-Mar-11,WW_22,840,660
07-Mar-11,WW_23,990,830
07-Mar-11,WW_29,560,520
07-Mar-11,WW_91,600,600
07-Mar-11,WW_79,360,
07-Mar-11,WW_80,770,
07-Mar-11,WW_18,740,
07-Mar-11,WW_90,99,
07-Mar-11,WW_110,980,
07-Mar-11,WW_111,780,
07-Mar-11,WW_89,2000,
07-Mar-11,WW_92,5500,
14-Mar-11,WW_106,5900,
14-Mar-11,WW_31,600,
14-Mar-11,WW_32,480,
14-Mar-11,WW_105,20,
14-Mar-11,WW_104,340,
14-Mar-11,WW_103,820,
14-Mar-11,WW_34,350,
14-Mar-11,WW_37,2700,
14-Mar-11,WW_73,1300,
14-Mar-11,WW_46,3000,
14-Mar-11,WW_102,130,
14-Mar-11,WW_36,3200,
14-Mar-11,WW_101,2300,
14-Mar-11,WW_96,20,
14-Mar-11,WW_92,140,
21-Mar-11,WW_74,30,
21-Mar-11,WW_100,590,
21-Mar-11,WW_39,2000,
21-Mar-11,WW_108,340,
21-Mar-11,WW_99,190,
21-Mar-11,WW_40,80,
21-Mar-11,WW_75,20,
21-Mar-11,WW_41,2600,
21-Mar-11,WW_92,310,
21-Mar-11,WW_42,690,
21-Mar-11,WW_48,700,
28-Mar-11,WW_49,<10,
28-Mar-11,WW_50,<10,
28-Mar-11,WW_86,9,
28-Mar-11,WW_55,20,
28-Mar-11,WW_56,9,
28-Mar-11,WW_76,1000,
28-Mar-11,WW_57,380,
28-Mar-11,WW_58,820,
28-Mar-11,WW_54,2200,
28-Mar-11,WW_97,510,
28-Mar-11,WW_52,1500,
28-Mar-11,WW_59,570,
28-Mar-11,WW_43,80,
28-Mar-11,WW_92,50,
04-Apr-11,WW_12,90,40
04-Apr-11,WW_13,220,
04-Apr-11,WW_77,580,550
04-Apr-11,WW_78,4100,3200
04-Apr-11,WW_17,200,
04-Apr-11,WW_19,350,
04-Apr-11,WW_20,420,
04-Apr-11,WW_24,540,
04-Apr-11,WW_109,1300,
04-Apr-11,WW_22,240,
04-Apr-11,WW_23,80,
04-Apr-11,WW_29,130,
04-Apr-11,WW_91,100,
04-Apr-11,WW_79,240,
04-Apr-11,WW_80,7000,
04-Apr-11,WW_18,6300,
04-Apr-11,WW_90,110,100
04-Apr-11,WW_110,350,520
04-Apr-11,WW_111,6100,6100
04-Apr-11,WW_89,18000,20000
04-Apr-11,WW_92,99,
11-Apr-11,WW_106,1500,1300
11-Apr-11,WW_31,80,110
11-Apr-11,WW_32,400,250
11-Apr-11,WW_105,50,40
11-Apr-11,WW_104,200,200
11-Apr-11,WW_103,480,470
11-Apr-11,WW_34,210,210
11-Apr-11,WW_37,2300,
11-Apr-11,WW_73,2000,
11-Apr-11,WW_46,1000,
11-Apr-11,WW_35,9,
11-Apr-11,WW_102,8600,
11-Apr-11,WW_36,4500,
11-Apr-11,WW_101,4600,
11-Apr-11,WW_96,80,60
11-Apr-11,WW_92,510,
18-Apr-11,WW_74,20,40
18-Apr-11,WW_100,770,860.0
18-Apr-11,WW_39,2600,1600.0
18-Apr-11,WW_108,550,510.0
18-Apr-11,WW_99,30,70.0
18-Apr-11,WW_40,80,
18-Apr-11,WW_75,9,
18-Apr-11,WW_41,40,
18-Apr-11,WW_92,50,
18-Apr-11,WW_42,880,
18-Apr-11,WW_48,380,
25-Apr-11,WW_49,9,<10
25-Apr-11,WW_50,9,<10
25-Apr-11,WW_86,600,430
25-Apr-11,WW_55,<10,<10
25-Apr-11,WW_56,1900,1600
25-Apr-11,WW_76,40,50
25-Apr-11,WW_57,1500,
25-Apr-11,WW_58,2400,
25-Apr-11,WW_54,21000,
25-Apr-11,WW_97,3700,
25-Apr-11,WW_52,8400,
25-Apr-11,WW_59,2000,
25-Apr-11,WW_43,1800,
25-Apr-11,WW_92,1800,
02-May-11,WW_12,9,
02-May-11,WW_13,40,
02-May-11,WW_77,60,
02-May-11,WW_78,<10,
02-May-11,WW_17,40,
02-May-11,WW_19,130,
02-May-11,WW_20,70,
02-May-11,WW_24,40,40
02-May-11,WW_109,370,420
02-May-11,WW_22,310,
02-May-11,WW_23,310,
02-May-11,WW_29,130,
02-May-11,WW_91,80,
02-May-11,WW_79,20,<10
02-May-11,WW_80,30,9
02-May-11,WW_18,9,9
02-May-11,WW_90,30,
02-May-11,WW_110,830,
02-May-11,WW_111,20,
02-May-11,WW_89,170,
02-May-11,WW_92,180,
09-May-11,WW_106,420,
09-May-11,WW_31,660,
09-May-11,WW_32,760,
09-May-11,WW_105,20,
09-May-11,WW_104,350,
09-May-11,WW_103,220,
09-May-11,WW_34,640,
09-May-11,WW_37,10000,8300
09-May-11,WW_73,2600,1600
09-May-11,WW_46,2600,1400
09-May-11,WW_35,20,<10
09-May-11,WW_102,2300,2900
09-May-11,WW_36,11000,11000
09-May-11,WW_101,9800,9300
09-May-11,WW_96,90,
09-May-11,WW_92,90,
16-May-11,WW_74,250,
16-May-11,WW_100,8800,
16-May-11,WW_39,20000,
16-May-11,WW_108,1400,
16-May-11,WW_99,250,
16-May-11,WW_40,150,130
16-May-11,WW_75,200,140
16-May-11,WW_41,2300,2600
16-May-11,WW_92,40,40
16-May-11,WW_42,350,300
16-May-11,WW_48,1800,1600
23-May-11,WW_50,20,
23-May-11,WW_86,70,
23-May-11,WW_55,<10,
23-May-11,WW_56,<10,
23-May-11,WW_76,790,
23-May-11,WW_57,1000,1000
23-May-11,WW_58,1000,40
23-May-11,WW_54,2000,1200
23-May-11,WW_97,360,400
23-May-11,WW_52,810,840
23-May-11,WW_59,2000,930
23-May-11,WW_43,70,70
23-May-11,WW_92,40,
31-May-11,WW_92,7200,
06-Jun-11,WW_12,140,
06-Jun-11,WW_13,110,110
06-Jun-11,WW_78,50,
06-Jun-11,WW_17,450,410
06-Jun-11,WW_19,300,200
06-Jun-11,WW_20,230,220
06-Jun-11,WW_24,230,
06-Jun-11,WW_109,600,
06-Jun-11,WW_22,280,220
06-Jun-11,WW_23,330,300
06-Jun-11,WW_29,150,140
06-Jun-11,WW_91,80,40
06-Jun-11,WW_79,120,
06-Jun-11,WW_80,40,
06-Jun-11,WW_18,100,
06-Jun-11,WW_90,90,
06-Jun-11,WW_110,2000,
06-Jun-11,WW_111,530,
06-Jun-11,WW_89,580,
06-Jun-11,WW_92,220,
13-Jun-11,WW_106,46000,
13-Jun-11,WW_31,360,
13-Jun-11,WW_32,460,
13-Jun-11,WW_105,50,
13-Jun-11,WW_104,90,
13-Jun-11,WW_103,400,
13-Jun-11,WW_34,1600,
13-Jun-11,WW_37,3700,
13-Jun-11,WW_73,1700,
13-Jun-11,WW_46,2000,
13-Jun-11,WW_35,210,
13-Jun-11,WW_102,20,
13-Jun-11,WW_36,1900,
13-Jun-11,WW_101,3500,
13-Jun-11,WW_96,590,
13-Jun-11,WW_92,2700,
20-Jun-11,WW_74,280,
20-Jun-11,WW_100,310,
20-Jun-11,WW_39,310,
20-Jun-11,WW_108,260,
20-Jun-11,WW_99,29000,
20-Jun-11,WW_40,1300,
20-Jun-11,WW_75,290000,
20-Jun-11,WW_41,340,
20-Jun-11,WW_92,2700,
20-Jun-11,WW_42,730,
20-Jun-11,WW_48,550,
27-Jun-11,WW_49,<10,
27-Jun-11,WW_50,40,
27-Jun-11,WW_86,90,
27-Jun-11,WW_55,<10,
27-Jun-11,WW_56,20,
27-Jun-11,WW_76,680,
27-Jun-11,WW_57,420,
27-Jun-11,WW_58,640,
27-Jun-11,WW_54,570,
27-Jun-11,WW_97,370,
27-Jun-11,WW_52,990,
27-Jun-11,WW_59,1100,
27-Jun-11,WW_43,140,
27-Jun-11,WW_92,<10,
05-Jul-11,WW_13,170,
05-Jul-11,WW_78,20,20
05-Jul-11,WW_17,190,
05-Jul-11,WW_19,130,
05-Jul-11,WW_20,100,
05-Jul-11,WW_24,140,
05-Jul-11,WW_109,<10,
05-Jul-11,WW_22,20,
05-Jul-11,WW_23,<10,
05-Jul-11,WW_29,20,
05-Jul-11,WW_91,<10,
05-Jul-11,WW_79,30,
05-Jul-11,WW_80,50,
05-Jul-11,WW_18,310,
05-Jul-11,WW_90,370,320
05-Jul-11,WW_110,4300,4100
05-Jul-11,WW_111,290,280
05-Jul-11,WW_89,190,160
05-Jul-11,WW_92,20,
11-Jul-11,WW_106,700,200
11-Jul-11,WW_31,1200,1100
11-Jul-11,WW_32,90000,83000
11-Jul-11,WW_105,500,550
11-Jul-11,WW_104,60000,51000
11-Jul-11,WW_103,890,940
11-Jul-11,WW_34,13000,5200
11-Jul-11,WW_37,7500,
11-Jul-11,WW_73,3100,
11-Jul-11,WW_46,990,
11-Jul-11,WW_35,8400,
11-Jul-11,WW_102,2400,
11-Jul-11,WW_36,20000,
11-Jul-11,WW_101,5800,
11-Jul-11,WW_96,10000,7900
11-Jul-11,WW_92,40,
18-Jul-11,WW_74,40,<10
18-Jul-11,WW_100,310,390
18-Jul-11,WW_108,280,140
18-Jul-11,WW_99,140,120.0
18-Jul-11,WW_40,200,
18-Jul-11,WW_75,70,
18-Jul-11,WW_41,10000,
18-Jul-11,WW_92,30,
18-Jul-11,WW_42,450,
18-Jul-11,WW_48,140,
25-Jul-11,WW_49,<10,<10
25-Jul-11,WW_50,130,99
25-Jul-11,WW_86,440000,270000
25-Jul-11,WW_55,40,40
25-Jul-11,WW_56,4700,1500
25-Jul-11,WW_76,28000,8800
25-Jul-11,WW_57,8200,
25-Jul-11,WW_58,7000,
25-Jul-11,WW_54,6000,
25-Jul-11,WW_97,10000,
25-Jul-11,WW_52,15000,
25-Jul-11,WW_59,10000,
25-Jul-11,WW_43,5700,
25-Jul-11,WW_92,10000,
01-Aug-11,WW_12,270,
01-Aug-11,WW_13,220,
01-Aug-11,WW_77,8300,
01-Aug-11,WW_78,390,
01-Aug-11,WW_17,400,
01-Aug-11,WW_19,1300,
01-Aug-11,WW_20,590,
01-Aug-11,WW_24,90,180
01-Aug-11,WW_109,1800,420
01-Aug-11,WW_22,540,
01-Aug-11,WW_23,990,
01-Aug-11,WW_29,260,
01-Aug-11,WW_91,210,
01-Aug-11,WW_79,200,20
01-Aug-11,WW_80,120,40
01-Aug-11,WW_18,240,<10
01-Aug-11,WW_90,210,
01-Aug-11,WW_110,2900,
01-Aug-11,WW_111,360,
01-Aug-11,WW_89,340,
01-Aug-11,WW_92,920,
08-Aug-11,WW_106,5000,
08-Aug-11,WW_31,20000,
08-Aug-11,WW_32,30000,
08-Aug-11,WW_105,450,
08-Aug-11,WW_104,10000,
08-Aug-11,WW_103,9000,
08-Aug-11,WW_34,10000,
08-Aug-11,WW_37,14000,10000
08-Aug-11,WW_73,10000,34000
08-Aug-11,WW_46,69000,16000
08-Aug-11,WW_35,260,220
08-Aug-11,WW_102,7400,700
08-Aug-11,WW_36,9900,7800
08-Aug-11,WW_101,7600,6500
08-Aug-11,WW_96,23000,
08-Aug-11,WW_92,510,
15-Aug-11,WW_74,60,
15-Aug-11,WW_100,430,
15-Aug-11,WW_108,990,
15-Aug-11,WW_99,80,
15-Aug-11,WW_40,650,590.0
15-Aug-11,WW_75,370,230
15-Aug-11,WW_41,8100,7600
15-Aug-11,WW_92,790,630
15-Aug-11,WW_42,10000,4400
15-Aug-11,WW_48,5600,3400
22-Aug-11,WW_50,120,
22-Aug-11,WW_86,9400,
22-Aug-11,WW_55,110,
22-Aug-11,WW_56,40,
22-Aug-11,WW_76,2500,
22-Aug-11,WW_57,2300,1100
22-Aug-11,WW_58,2400,2400
22-Aug-11,WW_54,530,480
22-Aug-11,WW_97,1300,450
22-Aug-11,WW_52,2300,1700
22-Aug-11,WW_59,2000,1300
22-Aug-11,WW_43,150,120
22-Aug-11,WW_92,440,
29-Aug-11,WW_92,140,
06-Sep-11,WW_13,180,110
06-Sep-11,WW_78,<10,
06-Sep-11,WW_17,160,100
06-Sep-11,WW_19,400,220
06-Sep-11,WW_20,530,210
06-Sep-11,WW_24,140,
06-Sep-11,WW_109,930,
06-Sep-11,WW_22,590,350
06-Sep-11,WW_23,250,130
06-Sep-11,WW_29,210,120
06-Sep-11,WW_91,40,<10
06-Sep-11,WW_79,40,
06-Sep-11,WW_80,30,
06-Sep-11,WW_18,300,
06-Sep-11,WW_90,90,
06-Sep-11,WW_110,99,
06-Sep-11,WW_111,140,
06-Sep-11,WW_89,5900,
06-Sep-11,WW_92,150,
12-Sep-11,WW_32,300,
12-Sep-11,WW_105,140,
12-Sep-11,WW_104,210,
12-Sep-11,WW_103,490,
12-Sep-11,WW_34,120,
12-Sep-11,WW_37,10000,
12-Sep-11,WW_73,4500,
12-Sep-11,WW_46,1200,
12-Sep-11,WW_35,20,
12-Sep-11,WW_102,40,
12-Sep-11,WW_36,22000,
12-Sep-11,WW_101,12000,
12-Sep-11,WW_96,290,
12-Sep-11,WW_92,160,
19-Sep-11,WW_74,50,
19-Sep-11,WW_100,860,
19-Sep-11,WW_108,920,
19-Sep-11,WW_99,200,
19-Sep-11,WW_40,760,
19-Sep-11,WW_75,330,
19-Sep-11,WW_41,15000,
19-Sep-11,WW_92,960,
19-Sep-11,WW_42,4600,
19-Sep-11,WW_48,1600,
26-Sep-11,WW_50,1000,
26-Sep-11,WW_86,250000,
26-Sep-11,WW_55,180,
26-Sep-11,WW_56,270,
26-Sep-11,WW_76,2200,
26-Sep-11,WW_57,9000,
26-Sep-11,WW_58,3400,
26-Sep-11,WW_54,15000,
26-Sep-11,WW_97,5900,
26-Sep-11,WW_52,13000,
26-Sep-11,WW_59,8900,
26-Sep-11,WW_43,210,
26-Sep-11,WW_92,580,
03-Oct-11,WW_12,110,
03-Oct-11,WW_13,250,
03-Oct-11,WW_78,99,
03-Oct-11,WW_17,230,
03-Oct-11,WW_19,270,
03-Oct-11,WW_20,310,
03-Oct-11,WW_24,270,
03-Oct-11,WW_109,420,
03-Oct-11,WW_22,310,
03-Oct-11,WW_23,290,
03-Oct-11,WW_29,70,
03-Oct-11,WW_91,200,
03-Oct-11,WW_79,60,
03-Oct-11,WW_80,40,
03-Oct-11,WW_18,90,
03-Oct-11,WW_90,7500,
03-Oct-11,WW_110,2100,
03-Oct-11,WW_111,180,
03-Oct-11,WW_89,50,
03-Oct-11,WW_92,230,
10-Oct-11,WW_31,50,
10-Oct-11,WW_32,12000,
10-Oct-11,WW_105,40,
10-Oct-11,WW_104,230,
10-Oct-11,WW_103,300,
10-Oct-11,WW_34,200,
10-Oct-11,WW_37,8100,
10-Oct-11,WW_73,5000,
10-Oct-11,WW_46,1200,
10-Oct-11,WW_35,50,
10-Oct-11,WW_102,40,
10-Oct-11,WW_36,9700,
10-Oct-11,WW_101,6300,
10-Oct-11,WW_96,180,
10-Oct-11,WW_92,40,
17-Oct-11,WW_74,20,
17-Oct-11,WW_100,230,
17-Oct-11,WW_108,260,
17-Oct-11,WW_99,50,
17-Oct-11,WW_40,90,
17-Oct-11,WW_75,650,
17-Oct-11,WW_41,5500,
17-Oct-11,WW_92,280,
17-Oct-11,WW_42,2100,
17-Oct-11,WW_48,610,
24-Oct-11,WW_49,<10,
24-Oct-11,WW_50,<10,
24-Oct-11,WW_86,490000,
24-Oct-11,WW_55,110,
24-Oct-11,WW_56,210,
24-Oct-11,WW_76,3500,
24-Oct-11,WW_57,1100,
24-Oct-11,WW_58,2800,
24-Oct-11,WW_54,5200,
24-Oct-11,WW_97,510,
24-Oct-11,WW_52,6800,
24-Oct-11,WW_59,1400,
24-Oct-11,WW_43,240,
24-Oct-11,WW_92,300,
31-Oct-11,WW_92,120,
07-Nov-11,WW_12,20,
07-Nov-11,WW_13,390,
07-Nov-11,WW_77,260,
07-Nov-11,WW_78,330,
07-Nov-11,WW_17,1000,
07-Nov-11,WW_19,510,
07-Nov-11,WW_20,480,
07-Nov-11,WW_24,60,
07-Nov-11,WW_109,160,
07-Nov-11,WW_22,360,
07-Nov-11,WW_23,140,
07-Nov-11,WW_29,30,
07-Nov-11,WW_91,<10,
07-Nov-11,WW_79,20,
07-Nov-11,WW_80,4600,
07-Nov-11,WW_18,3900,
07-Nov-11,WW_90,40,
07-Nov-11,WW_110,4800,
07-Nov-11,WW_111,560,
07-Nov-11,WW_89,1300,
07-Nov-11,WW_92,90,
14-Nov-11,WW_106,6400,
14-Nov-11,WW_31,680,
14-Nov-11,WW_32,5100,
14-Nov-11,WW_105,80,
14-Nov-11,WW_104,190,
14-Nov-11,WW_103,940,
14-Nov-11,WW_34,360,
14-Nov-11,WW_37,5300,
14-Nov-11,WW_73,3200,
14-Nov-11,WW_46,2000,
14-Nov-11,WW_35,660,
14-Nov-11,WW_102,8800,
14-Nov-11,WW_36,7800,
14-Nov-11,WW_101,8100,
14-Nov-11,WW_96,270,
14-Nov-11,WW_92,360,
21-Nov-11,WW_74,<10,
21-Nov-11,WW_100,540,
21-Nov-11,WW_108,320,
21-Nov-11,WW_99,360,
21-Nov-11,WW_40,200,
21-Nov-11,WW_75,99,
21-Nov-11,WW_41,14000,
21-Nov-11,WW_92,80,
21-Nov-11,WW_42,2000,
21-Nov-11,WW_48,590,
28-Nov-11,WW_50,<10,
28-Nov-11,WW_86,66000,
28-Nov-11,WW_55,70,
28-Nov-11,WW_56,560,
28-Nov-11,WW_76,3700,
28-Nov-11,WW_57,3800,
28-Nov-11,WW_58,4100,
28-Nov-11,WW_54,2800,
28-Nov-11,WW_97,24000,
28-Nov-11,WW_52,46000,
28-Nov-11,WW_59,2000,
28-Nov-11,WW_43,590,
28-Nov-11,WW_92,450,
05-Dec-11,WW_12,90,
05-Dec-11,WW_13,250,
05-Dec-11,WW_77,320,
05-Dec-11,WW_78,500,
05-Dec-11,WW_17,390,
05-Dec-11,WW_19,260,
05-Dec-11,WW_20,260,
05-Dec-11,WW_24,690,
05-Dec-11,WW_109,780,
05-Dec-11,WW_22,290,
05-Dec-11,WW_23,430,
05-Dec-11,WW_29,580,
05-Dec-11,WW_91,640,
05-Dec-11,WW_79,320,
05-Dec-11,WW_80,750,
05-Dec-11,WW_18,640,
05-Dec-11,WW_90,60,
05-Dec-11,WW_110,1500,
05-Dec-11,WW_111,780,
05-Dec-11,WW_89,1300,
05-Dec-11,WW_92,1400,
12-Dec-11,WW_106,33000,
12-Dec-11,WW_31,170,
12-Dec-11,WW_32,5900,
12-Dec-11,WW_105,<10,
12-Dec-11,WW_104,100,
